,brand,title,sold_price,actual_price,url,img
0,Desh Bidesh,Woven Handloom Handloom Pure Cotton Saree Green,₹499,"₹3,299",https://www.flipkart.com/desh-bidesh-woven-handloom-pure-cotton-saree/p/itm239f79aa997bc?pid=SARGQFEGMAPEFYKY&lid=LSTSARGQFEGMAPEFYKYHPGOSX&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_1&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MIz2aaZkKoIVhjBbfTdVrw8pPm0wnABYufo3TQrpuTXzA%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/v/3/q/free-dbabhiroyal080623-desh-bidesh-no-blouse-original-imagqfeg8hpahzfb.jpeg?q=70
1,JRM,"Woven Gadwal Cotton Silk, Jacquard Saree Multicolor",₹515,₹799,https://www.flipkart.com/jrm-woven-gadwal-cotton-silk-jacquard-saree/p/itm1a978b8c02eb0?pid=SARGSFDNS9Z4DGFG&lid=LSTSARGSFDNS9Z4DGFG9TNECV&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_2&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MIBj7EhxuyeImgIr1Zuh6iLUdKpj0Q_L04yil5h2C2EOQ%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/x/e/i/free-2581-jrm-unstitched-original-imagsfdngvkscedx.jpeg?q=70
2,Blue Wish,Printed Bollywood Cotton Silk Saree Light Blue,₹262,"₹2,000",https://www.flipkart.com/blue-wish-printed-bollywood-cotton-silk-saree/p/itma538b9be431ce?pid=SARG5B7A6PVSWGAX&lid=LSTSARG5B7A6PVSWGAXEVD67N&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&spotlightTagId=BestsellerId_clo%2F8on%2Fzpd%2F9og&srno=b_1_3&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARG5B7A6PVSWGAX.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/x/k/w/free-lycra-blue-wish-unstitched-original-imagmhtsqgjuvhut.jpeg?q=70
3,Siril,"Floral Print, Geometric Print, Printed Daily Wear Georg... Brown, Multicolor",₹269,"₹1,478",https://www.flipkart.com/siril-floral-print-geometric-printed-daily-wear-georgette-saree/p/itm58eb137b2bcb4?pid=SARGQURZUJ27QMKH&lid=LSTSARGQURZUJ27QMKH1DBX3P&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_4&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGQURZUJ27QMKH.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/c/l/9/free-3112s2156j-siril-unstitched-original-imagqurzzpgwejuf.jpeg?q=70
4,Abhilipsa,Embroidered Bollywood Chiffon Saree Multicolor,₹244,₹999,https://www.flipkart.com/abhilipsa-embroidered-bollywood-chiffon-saree/p/itm9345747ebc666?pid=SARGK7JEJT7MQNQM&lid=LSTSARGK7JEJT7MQNQMLS7HNK&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_5&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGK7JEJT7MQNQM.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/1/q/l/free-w-moti-black-sarees-green-sarees-party-wear-sarees-original-imagjnmhjgkzchbu.jpeg?q=70
5,Abhilipsa,Embroidered Bollywood Chiffon Saree Purple,₹265,₹999,https://www.flipkart.com/abhilipsa-embroidered-bollywood-chiffon-saree/p/itm7f15944faef07?pid=SARGK7JE7RZURSMU&lid=LSTSARGK7JE7RZURSMUAUNV1P&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_6&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGK7JE7RZURSMU.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/h/v/b/free-w-moti-black-sarees-green-sarees-party-wear-sarees-original-imagjnmhgbdbf59e.jpeg?q=70
6,ksevencreation,Floral Print Bollywood Lycra Blend Saree Maroon,₹264,"₹2,398",https://www.flipkart.com/ksevencreation-floral-print-bollywood-lycra-blend-saree/p/itm427a9823048c1?pid=SARFWSMFBMJJ66X8&lid=LSTSARFWSMFBMJJ66X8GC52N2&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&spotlightTagId=BestsellerId_clo%2F8on%2Fzpd%2F9og&srno=b_1_7&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARFWSMFBMJJ66X8.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/o/y/c/free-hitesh2series-fumvel-unstitched-original-imafwypg4fwky3a7-bb.jpeg?q=70
7,JRM,"Woven Gadwal Cotton Silk, Jacquard Saree Multicolor",₹515,₹799,https://www.flipkart.com/jrm-woven-gadwal-cotton-silk-jacquard-saree/p/itm234a4e8bdb112?pid=SARGSFDNWDNVUS2P&lid=LSTSARGSFDNWDNVUS2PDVDKNV&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_8&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MLEAjlg8zYPs-dnzsZty1vFD4czglLwzwuO1dpabrMeOQ%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-sari/s/r/x/free-2454-indshopmart-unstitched-original-imagr85vfxhq4rkf.jpeg?q=70
8,PATLANI STYLE,Embroidered Bollywood Net Saree Brown,₹399,"₹2,999",https://www.flipkart.com/patlani-style-embroidered-bollywood-net-saree/p/itm6434b4d1d0d2f?pid=SARFSA6VJW8YBV9Y&lid=LSTSARFSA6VJW8YBV9YAEJJDU&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_9&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARFSA6VJW8YBV9Y.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/i/t/a/free-n-gulzar-coffe-patlani-style-unstitched-original-imag6zf2js6xdp2a.jpeg?q=70
9,LOROFY,Self Design Bollywood Net Saree Red,₹287,"₹1,599",https://www.flipkart.com/lorofy-self-design-bollywood-net-saree/p/itmc052ee4daa3aa?pid=SARG4U8MHBMMZFBB&lid=LSTSARG4U8MHBMMZFBBEKEHFQ&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&spotlightTagId=BestsellerId_clo%2F8on%2Fzpd%2F9og&srno=b_1_10&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARG4U8MHBMMZFBB.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/b/b/w/free-braso2-o-combo-lorofy-unstitched-original-imagkymbfmjbfeqj.jpeg?q=70
10,Vaidehi Fashion,Solid/Plain Bollywood Art Silk Saree Black,₹575,"₹2,299",https://www.flipkart.com/vaidehi-fashion-solid-plain-bollywood-art-silk-saree/p/itmb7321f61a9e73?pid=SARG68GAHGZEERXG&lid=LSTSARG68GAHGZEERXGV6BLVT&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_11&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MLcX-7hGKBLd7ZmKWSTGxHn9TsJ9TtrK_F3Q_2CpHKiIA%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/ksqeky80/sari/l/k/l/free-softy-vaidehi-fashion-unstitched-original-imag68g9muh7ftrg.jpeg?q=70
11,Sariya,"Woven Banarasi Jacquard, Silk Blend Saree Black",₹699,"₹3,999",https://www.flipkart.com/sariya-woven-banarasi-jacquard-silk-blend-saree/p/itmb329b175e5c00?pid=SARGRH3HEJUAXQPS&lid=LSTSARGRH3HEJUAXQPSW2DIKF&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_12&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MKNLSsXgZqzUmzCcqs7_sioJa5WlMHpHv3m2BQx_bLjzQ%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/x/y/r/free-premium-silk106-black-sariya-unstitched-original-imagrh3hegac3h22.jpeg?q=70
12,ANIRAV,"Floral Print, Printed, Self Design Bollywood Georgette ... Multicolor",₹339,"₹1,108",https://www.flipkart.com/anirav-floral-print-printed-self-design-bollywood-georgette-saree/p/itmf11799fa453e4?pid=SARGZ5WGGRBPPGUH&lid=LSTSARGZ5WGGRBPPGUHAWAR8I&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_13&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGZ5WGGRBPPGUH.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/shopsy-sari/7/l/v/free-rainbow-nirvaan-unstitched-original-imaghgzxzkjyzejq.jpeg?q=70
13,FoogFeb,Embellished Bollywood Velvet Saree Blue,₹288,"₹1,499",https://www.flipkart.com/foogfeb-embellished-bollywood-velvet-saree/p/itmf4cb817b1e23f?pid=SARERYVTHCCP66XM&lid=LSTSARERYVTHCCP66XMV0ZYGF&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_14&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARERYVTHCCP66XM.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/g/0/o/free-34-stylevilla-unstitched-original-imafyjysxwg4b7nz.jpeg?q=70
14,Qyra,Digital Print Bollywood Georgette Saree Multicolor,₹481,"₹3,999",https://www.flipkart.com/qyra-digital-print-bollywood-georgette-saree/p/itm369b2ad3295c2?pid=SARGKTB5T9VFHHXW&lid=LSTSARGKTB5T9VFHHXWVFV1TX&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_15&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGKTB5T9VFHHXW.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/2/j/h/free-new-desirable-admirable-most-south-indian-bengali-creative-original-imagfx44gqb69n8c.jpeg?q=70
15,Anand Sarees,"Striped Bollywood Satin Saree Purple, Pink",₹249,"₹1,699",https://www.flipkart.com/anand-sarees-striped-bollywood-satin-saree/p/itm4311a859ed150?pid=SARGZ93VH6TDK29G&lid=LSTSARGZ93VH6TDK29GZQ6R05&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_16&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGZ93VH6TDK29G.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/v/i/6/free-md-wb-sat6004-3-anand-sarees-no-blouse-original-imagz93vn5fz8gkh.jpeg?q=70
16,Fabriczone,Embroidered Kanjivaram Satin Saree Blue,₹891,"₹4,999",https://www.flipkart.com/fabriczone-embroidered-kanjivaram-satin-saree/p/itme69a8504714f8?pid=SARGQHJY2N9EE6HX&lid=LSTSARGQHJY2N9EE6HXJFOZGO&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_17&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MKi68ws_IqEchvHoTIglQOYbKozfk-u6UjNVn41ot7zyw%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/r/r/y/free-sari-01-hareem-collection1-unstitched-original-imagpjtfy4zkbhhg.jpeg?q=70
17,MIRCHI FASHION,"Printed Daily Wear Chiffon Saree Grey, Orange",₹599,"₹2,799",https://www.flipkart.com/mirchi-fashion-printed-daily-wear-chiffon-saree/p/itmc78359e18da87?pid=SARGS2ZDUCZGWGWE&lid=LSTSARGS2ZDUCZGWGWE3FRZSR&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_18&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MKzZlWMQyQrEhPQCRrsUL7q64nfNhrgbzvDkHky6lC4sQ%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/1/v/y/free-chiffon-saree-party-wear-siffon-saree-2023-plain-saree-original-imags2zdhrrrbsxr.jpeg?q=70
18,Fabian Fashion,"Printed, Digital Print Bollywood Satin Saree White, Pink",₹599,"₹1,099",https://www.flipkart.com/fabian-fashion-printed-digital-print-bollywood-satin-saree/p/itm9b876a30a4f63?pid=SARGACDXMU9QBFWR&lid=LSTSARGACDXMU9QBFWRMLMDNF&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_19&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGACDXMU9QBFWR.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/kxtaxzk0/shopsy-sari/d/s/j/free-lnb-fabian-fashion-unstitched-original-imaga6mvtkskmess.jpeg?q=70
19,ksevencreation,"Printed Bollywood Lycra Blend Saree Black, Orange",₹269,"₹2,399",https://www.flipkart.com/ksevencreation-printed-bollywood-lycra-blend-saree/p/itmba4c08ea2348c?pid=SARG5DDUX8ZG7WZU&lid=LSTSARG5DDUX8ZG7WZUVFJHZR&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_20&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARG5DDUX8ZG7WZU.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/3/b/h/free-orange-black-jiyanfashionretail-unstitched-original-imag4yqfnzgtdzeg-bb.jpeg?q=70
20,Vaidehi Fashion,"Embroidered Bollywood Silk Blend, Art Silk Saree Purple, Grey",₹575,"₹4,599",https://www.flipkart.com/vaidehi-fashion-embroidered-bollywood-silk-blend-art-saree/p/itm48a1f67b99080?pid=SARGFBK449EUJYYJ&lid=LSTSARGFBK449EUJYYJVXYRFN&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_21&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3ML2IoWmb_0sjji09ECWjoQqgul1ITyEibQ9oiAVblU1Kg%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/l0igvww0/sari/y/i/p/free-wedding-sarees-5-vaidehi-fashion-unstitched-original-imagca6myzpz9tn6.jpeg?q=70
21,vishnu laxmi creation,Self Design Chanderi Art Silk Saree Purple,₹899,"₹4,999",https://www.flipkart.com/vishnu-laxmi-creation-self-design-chanderi-art-silk-saree/p/itm65c81866037af?pid=SARGAC2YFTSMAHWG&lid=LSTSARGAC2YFTSMAHWGNR9XQJ&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_22&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MKkdgZ5yKQtIRHzwO_QZ-NdXySsgIBXPrCRaWXmZF1Isw%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/ky0g58w0/sari/k/h/i/free-1512-wine-vishnu-laxmi-creation-unstitched-original-imagac2ywgnyhcpr.jpeg?q=70
22,KHAJURIPRINTS,Printed Bollywood Georgette Saree Maroon,₹449,"₹2,999",https://www.flipkart.com/khajuriprints-printed-bollywood-georgette-saree/p/itm20753a13979b4?pid=SARGNH5DBTEZYZDM&lid=LSTSARGNH5DBTEZYZDMDAYKKE&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_23&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGNH5DBTEZYZDM.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/s/b/r/free-alisha-maroon-yamuna-priya-unstitched-original-imagnh4xshutdzdg.jpeg?q=70
23,RHEY,Printed Bollywood Chiffon Saree Black,₹299,"₹1,999",https://www.flipkart.com/rhey-printed-bollywood-chiffon-saree/p/itma4a786a8f5960?pid=SARFSS4HDBSNR2RH&lid=LSTSARFSS4HDBSNR2RHQF8ZKZ&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_24&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARFSS4HDBSNR2RH.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/2/r/h/free-box04bn-rhey-unstitched-original-imafssh49zejvhpx-bb.jpeg?q=70
24,TopJec,"Woven Kanjivaram Jacquard, Pure Silk Saree Purple",₹368,"₹3,699",https://www.flipkart.com/topjec-woven-kanjivaram-jacquard-pure-silk-saree/p/itm66d53976a3448?pid=SARGMHVETUXHVNHW&lid=LSTSARGMHVETUXHVNHWIXML2B&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_25&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGMHVETUXHVNHW.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/m/6/k/free-4574-wine-palkaano-unstitched-original-imagh325hxtp7pxg.jpeg?q=70
25,Abhilipsa,"Embroidered Bollywood Chiffon Saree Black, Dark Blue",₹383,"₹2,076",https://www.flipkart.com/abhilipsa-embroidered-bollywood-chiffon-saree/p/itm4773e1659447c?pid=SARGQHXVDTUQCXP9&lid=LSTSARGQHXVDTUQCXP9FJETFJ&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_26&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGQHXVDTUQCXP9.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/q/b/n/free-sarees-green-sarees-party-wear-sarees-bollywood-designer-original-imagqhxvz77rshmg.jpeg?q=70
26,Vaidehi Fashion,"Embroidered Bollywood Silk Blend, Art Silk Saree Red, Grey",₹595,"₹4,599",https://www.flipkart.com/vaidehi-fashion-embroidered-bollywood-silk-blend-art-saree/p/itm0f7e763d21ca3?pid=SARGFBK4HNHRDQPM&lid=LSTSARGFBK4HNHRDQPMTB2XP5&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_27&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MLYhlFGmLT6EDPRRl2cfrY-lQNEGPnByQhoF4ukQnSm0g%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/kmds4nk0/sari/o/s/k/free-wedding-sarees-5-vaidehi-fashion-unstitched-original-imagfakggjqbbtmf.jpeg?q=70
27,The Gallery Shop,Embellished Bollywood Chiffon Saree Maroon,₹449,₹999,https://www.flipkart.com/gallery-shop-embellished-bollywood-chiffon-saree/p/itm35587f0dbf3b6?pid=SARGP94PP2ME45EC&lid=LSTSARGP94PP2ME45ECOTHIJE&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_28&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MK9RtOhd2HTsKU3ZbIRve8ijKQgP1DiAXzcSX7tcL63-w%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/1/k/x/free-goldlacesaree-lady-style-unstitched-original-imagnvyvbugv8hey.jpeg?q=70
28,BAPS,"Striped, Woven, Embellished, Solid/Plain Bollywood Cott... Multicolor",₹269,"₹3,099",https://www.flipkart.com/baps-striped-woven-embellished-solid-plain-bollywood-cotton-blend-art-silk-saree/p/itm37a01799214ba?pid=SAREUQ8WMZPDXFCA&lid=LSTSAREUQ8WMZPDXFCAJLCGVD&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_29&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SAREUQ8WMZPDXFCA.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/ku2zjww0/sari/j/a/9/free-au-mb-baps-unstitched-original-imag7a4ggq3wmfak.jpeg?q=70
29,Leelavati,Printed Daily Wear Georgette Saree Multicolor,₹269,₹999,https://www.flipkart.com/leelavati-printed-daily-wear-georgette-saree/p/itm9b0b931143b5d?pid=SARFX667S9PF6Q8K&lid=LSTSARFX667S9PF6Q8KJICBUP&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_30&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARFX667S9PF6Q8K.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/knan98w0/sari/s/v/q/free-vs-507-1-leelavati-unstitched-original-imag2y9vgxpzme3j.jpeg?q=70
30,Sariya,"Woven Banarasi Jacquard, Silk Blend Saree Purple",₹699,"₹3,999",https://www.flipkart.com/sariya-woven-banarasi-jacquard-silk-blend-saree/p/itmf1c37b10f425f?pid=SARGRHFTSUUPGJZP&lid=LSTSARGRHFTSUUPGJZPLQPS5S&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_31&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MIUW6T3o4ooIFthkLUDaGWAQw7LVgwvAJpuNzCJ0avjOw%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/b/l/2/free-premium-silk107-wine-sariya-unstitched-original-imagrhfs68sp5kgp.jpeg?q=70
31,SURPANTH,Woven Banarasi Pure Silk Saree Light Blue,₹495,"₹3,999",https://www.flipkart.com/surpanth-woven-banarasi-pure-silk-saree/p/itm4c1a1b516bc18?pid=SARGRH9EHFQCBZZU&lid=LSTSARGRH9EHFQCBZZU2BC3GF&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_32&otracker=browse&fm=organic&iid=en_5FwxbpmXFa6lxaKn0NPOCjID7o-C90ek96ooSiWf3MLwwlnos1elCA6aLTqlphr4BAI6O54Jw01-RHt-Bh-Ibg%3D%3D&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/c/i/6/free-rajvadi-r-blue-surpanth-unstitched-original-imagrh9eqm6vk8ad.jpeg?q=70
32,Samah,"Printed, Geometric Print, Embellished Bhagalpuri Silk B... Red, Yellow",₹269,"₹1,497",https://www.flipkart.com/samah-printed-geometric-print-embellished-bhagalpuri-silk-blend-cotton-saree/p/itm7f0aa91c508f0?pid=SARGBUGFGYVXFQZR&lid=LSTSARGBUGFGYVXFQZRLMKY5H&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_33&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGBUGFGYVXFQZR.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/kzygpzk0/sari/l/e/o/free-2331s805-samah-unstitched-original-imagbugf6gqxaegh.jpeg?q=70
33,Anand Sarees,"Striped Bollywood Satin Saree Dark Blue, Light Blue",₹249,"₹1,699",https://www.flipkart.com/anand-sarees-striped-bollywood-satin-saree/p/itm2080e5b1da31f?pid=SARGZ9226MVRHV2C&lid=LSTSARGZ9226MVRHV2CQ3LJJ8&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_34&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGZ9226MVRHV2C.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/r/u/3/free-md-wb-sat6004-4-anand-sarees-no-blouse-original-imagz9227ty7yx92.jpeg?q=70
34,Samah,"Printed, Geometric Print, Floral Print, Paisley, Self D... Blue, Beige",₹269,"₹1,497",https://www.flipkart.com/samah-printed-geometric-print-floral-paisley-self-design-kanjivaram-cotton-silk-silk-blend-saree/p/itm778098adac4ee?pid=SARGD8TJKRRRMRZQ&lid=LSTSARGD8TJKRRRMRZQI2WEH8&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_35&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGD8TJKRRRMRZQ.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/xif0q/sari/p/0/e/free-2431s853-samah-unstitched-original-imagd8tjqphyyryt-bb.jpeg?q=70
35,Leelavati,Printed Daily Wear Georgette Saree Multicolor,₹269,₹999,https://www.flipkart.com/leelavati-printed-daily-wear-georgette-saree/p/itm860e4e86562e1?pid=SARGE3W3GFEG4UAC&lid=LSTSARGE3W3GFEG4UACQJME3N&marketplace=FLIPKART&store=clo%2F8on%2Fzpd%2F9og&srno=b_1_36&otracker=browse&fm=organic&iid=0fb8e29c-9bd3-4b05-9069-711bafdda9b7.SARGE3W3GFEG4UAC.SEARCH&ppt=None&ppn=None&ssid=ibmiccb6280000001692188599815,https://rukminim2.flixcart.com/image/612/612/l2urv680/sari/t/u/c/free-lv-402-leelavati-unstitched-original-image3w3vphjfkjx.jpeg?q=70
